Word	JDIC Sequence Number	Reading	Kanji	Parts of Speech	Meanings	Related Words
潰れる	1433830	つぶれる	潰	Ichidan verb, intransitive verb	1: to be crushed<br>2: to be smashed<br>3: to be broken<br>4: to collapse<br><br>1: to become useless<br>2: to cease functioning<br>3: to be wasted (e.g. time)<br><br>1: to go bankrupt<br>2: to go out of business<br>3: to fail	
灘	1956790	なだ	灘	noun	1: open sea	
汲む	1229610	くむ	汲	Godan verb with `mu' ending, transitive verb	1: to draw (water)<br>2: to fetch (water)<br>3: to ladle<br>4: to dip<br>5: to scoop<br>6: to pump<br><br>1: to have a drink together<br><br>1: to consider<br>2: to sympathize with<br>3: to sympathise with	
瀞	1956780	とろ	瀞	noun	1: pool (in a river)	
溜まり	1552620	たまり	溜	noun	1: pile<br>2: pool<br>3: collection<br><br>1: gathering spot<br><br>1: waiting place for a wrestler beside the ring<br><br>1: liquid runoff from miso preparation<br><br>1: tamari<br>2: variety of rich soy sauce (used for sashimi, etc.)	溜まる; たまり場; 溜まり醤油
溜める	1552630	ためる	溜	Ichidan verb, transitive verb	1: to amass<br>2: to accumulate<br>3: to store<br><br>1: to leave unpaid	
溜まる	1552650	たまる	溜	Godan verb with `ru' ending, intransitive verb	1: to collect<br>2: to gather<br>3: to save<br>4: to accumulate<br>5: to pile up	
溜め	1891920	ため	溜	noun	1: cesspool<br>2: sink<br>3: manure sink	
濾す	1288330	こす	濾	Godan verb with `su' ending, transitive verb	1: to filter<br>2: to strain	
濡らす	1467610	ぬらす	濡	Godan verb with `su' ending, transitive verb	1: to wet<br>2: to soak<br>3: to dip	
濡れる	1467620	ぬれる	濡	Ichidan verb, intransitive verb	1: to get wet	
釜	1209080	かま	釜	noun	1: iron pot<br>2: kettle	
斧	1497080	おの	斧	noun	1: axe<br>2: hatchet	
爺	1584870	じじ	爺	noun	1: old man<br><br>1: old geezer	祖父・2
狡い	1569240	ずるい	狡	adjective	1: sly<br>2: cunning<br>3: dishonest<br>4: sneaky<br>5: crafty<br>6: unfair<br><br>1: miserly	
狸	1416770	たぬき	狸	noun	1: tanuki (Nyctereutes procyonoides)<br>2: raccoon dog<br><br>1: sly dog<br>2: sly old fox<br>3: sly fox<br>4: cunning devil<br>5: craftiness<br>6: sly person<br>7: someone who makes evil plans without ever breaking their poker face	
狼	1560940	おおかみ	狼	noun	1: wolf (Canis lupus)<br><br>1: wolf in sheep's clothing<br>2: womanizer	
狐	1267340	きつね	狐	noun	1: fox (esp. the red fox, Vulpes vulpes)<br><br>1: fox (i.e. a sly person)<br><br>1: soba or udon topped with deep-fried tofu<br><br>1: light brown	狐うどん・きつねうどん; きつね色
狙い	1396550	ねらい	狙	noun	1: aim	
狙う	1396590	ねらう	狙	Godan verb with `u' ending, transitive verb	1: to aim at	
狒々	1602110	ひひ	狒	noun	1: baboon<br><br>1: lecher<br>2: dirty old man<br>3: skirt-chaser	
苺	1571460	いちご	苺	noun	1: strawberry (esp. the garden strawberry, Fragaria x ananassa)	
萩	1474230	はぎ	萩	noun	1: bush clover<br>2: Japanese clover (any flowering plant of genus Lespedeza)<br><br>1: dark red exterior with blue interior (color combination worn in autumn)	襲の色目
薙ぐ	2065360	なぐ	薙	Godan verb with `gu' ending, transitive verb	1: to mow down<br>2: to scythe down<br>3: to knock someone off their feet	
蓑	1634010	みの	蓑	noun	1: straw raincoat	
萎える	1158670	なえる	萎	Ichidan verb, intransitive verb	1: to lose strength<br>2: to become weak<br>3: to waste away<br><br>1: to wither<br>2: to droop	
萎びる	1158680	しなびる	萎	Ichidan verb, intransitive verb	1: to shrivel (e.g. cut vegetables, skin)<br>2: to wilt<br>3: to fade<br>4: to wither<br>5: to be wizened	
萎れる	1158690	しおれる	萎	Ichidan verb, intransitive verb	1: to wither<br>2: to wilt<br>3: to droop<br>4: to fade<br><br>1: to be dejected<br>2: to be disheartened<br>3: to be depressed<br>4: to be crestfallen	
萎む	1427460	しぼむ	萎	Godan verb with `mu' ending, intransitive verb	1: to wither (e.g. flowers, dreams)<br>2: to sag (e.g. balloon, grapes)<br>3: to fade (away)<br>4: to shrivel<br>5: to wilt<br>6: to deflate	
苔	1411030	こけ	苔	noun	1: moss<br><br>1: short plants resembling moss (incl. other bryophytes, lichens, very small spermatophytes, etc.)	
蕩ける	1599170	とろける	蕩	Ichidan verb, intransitive verb	1: to melt (to a liquid)<br><br>1: to be enchanted with<br>2: to be charmed<br>3: to be bewitched	
蕩かす	2476190	とろかす	蕩	Godan verb with `su' ending, transitive verb	1: to melt (steel, etc.)<br>2: to liquefy<br>3: to soften<br><br>1: to melt (one's heart)<br>2: to disarm	
蔓	2153670	つる	蔓	noun	1: vine<br>2: bine<br>3: tendril<br>4: runner<br><br>1: bow<br>2: temple arm<br>3: sidepiece<br>4: lug arm<br>5: earpiece<br>6: part of a pair of glasses that goes over the ear<br><br>1: connections<br>2: contacts<br>3: influence<br>4: financial supporter	
蓮	1559200	はす	蓮	noun	1: sacred lotus (Nelumbo nucifera)<br>2: Indian lotus<br>3: lotus<br><br>1: rose of Sharon (Hibiscus syriacus)	木槿
蕗	1500170	ふき	蕗	noun	1: giant butterbur (Petasites japonicus)<br>2: Japanese sweet coltsfoot	
藍	1549400	あい	藍	noun	1: dyer's knotweed (Persicaria tinctoria, used to produce indigo dye)<br><br>1: indigo (dye)<br><br>1: indigo (colour)	インジゴ; 藍色
苛む	1195120	さいなむ	苛	Godan verb with `mu' ending, transitive verb	1: to torment<br>2: to torture<br>3: to harass	
苛める	1195140	いじめる	苛	Ichidan verb, transitive verb	1: to tease<br>2: to torment<br>3: to persecute<br>4: to chastise	
蓬	1517830	よもぎ	蓬	noun	1: Japanese mugwort (Artemisia princeps, Artemisia indica var. maximowiczii)<br><br>1: general term for plants in the Artemisia genus<br>2: mugwort<br>3: sagebrush<br>4: wormwood	
萌える	2013060	もえる	萌	Ichidan verb, intransitive verb	1: to burst into bud<br>2: to sprout<br><br>1: to have a crush<br>2: to be infatuated	
茅	1209310	かや	茅	noun	1: grass used for thatching<br>2: sedge used for thatching	
茅	2244580	ちがや	茅	noun	1: cogon grass (Imperata cylindrica)	
蓋	1204540	ふた	蓋	noun	1: cover<br>2: lid<br>3: cap	
蓋し	1204550	けだし	蓋	adverb	1: perhaps<br>2: probably	
葱	1467630	ねぎ	葱	noun	1: Welsh onion (species of scallion, Allium fistulosum)<br>2: green onion<br>3: spring onion	
蔑む	1510260	さげすむ	蔑	Godan verb with `mu' ending, transitive verb	1: to scorn<br>2: to despise	
蔑ろ	1510270	ないがしろ	蔑	noun, adjectival nouns or quasi-adjectives	1: (a) slight<br>2: disrespect<br>3: making light (of)<br>4: neglect	
蔑する	2273450	なみする	蔑	suru verb - special class	1: to set at naught<br>2: to ignore<br>3: to disregard	
葵	1151180	あおい	葵	noun	1: mallow (any plant of family Malvaceae)<br><br>1: Asarum caulescens (species of wild ginger)<br><br>1: hollyhock	銭葵; 冬葵; 二葉葵; 立葵
葺く	2568390	ふく	葺	Godan verb with `ku' ending, transitive verb	1: to roof (a house with some material)<br>2: to thatch<br>3: to shingle<br>4: to tile	
蒔く	2611890	まく	蒔	Godan verb with `ku' ending, transitive verb	1: to sow<br>2: to plant<br>3: to seed<br><br>1: to sprinkle (gold or silver powder on lacquerware)	蒔絵
芹	1637170	せり	芹	noun	1: Java water dropwort (Oenanthe javanica)<br>2: Japanese parsley	
苫	2264600	とま	苫	noun	1: woven mat (of sedge, hay, etc.)	
葛	1208770	くず	葛	noun	1: kudzu (Pueraria lobata) (type of vine)<br>2: (Japanese) arrowroot	
藁	1562710	わら	藁	noun	1: straw	
蕪	1499280	かぶ	蕪	noun	1: turnip (Brassica rapa)	
蒜	2518290	ひる	蒜	noun	1: strong-smelling edible plant (esp. perennials of the family Liliaceae, e.g. Welsh onion, garlic, wild rocambole, etc.)	
蕨	1562770	わらび	蕨	noun	1: bracken	
茜	1151200	あかね	茜	noun	1: madder (esp. Japanese madder, Rubia argyi)<br><br>1: madder (red color)	
菅	2248290	すげ	菅	noun	1: sedge (Cyperaceae spp., esp. members of genus Carex)	
辿る	1416690	たどる	辿	Godan verb with `ru' ending, transitive verb	1: to follow (road)<br>2: to pursue (course)<br>3: to follow up<br>4: to follow (hyperlink)	
這う	1474200	はう	這	Godan verb with `u' ending, intransitive verb	1: to creep<br>2: to crawl	爬行
遥か	1546930	はるか	遥	adjectival nouns or quasi-adjectives, adverb, noun	1: far<br>2: far away<br>3: distant<br>4: remote<br>5: far off	
迄	1525680	まで	迄	particle	1: until (a time)<br>2: till<br>3: to<br>4: up to<br><br>1: to (a place)<br>2: as far as<br><br>1: to (an extent)<br>2: up to<br>3: so far as<br>4: even<br><br>1: only<br>2: merely	
隙	1253780	すき	隙	noun	1: gap<br>2: space<br><br>1: break<br>2: interlude<br>3: interval<br><br>1: chink (in one's armor, armour)<br>2: chance<br>3: opportunity<br><br>1: breach (of a relationship between people)	
隈	2131810	くま	隈	noun	1: corner<br>2: nook<br>3: recess<br><br>1: a shadow<br>2: a shade	
憑く	1566940	つく	憑	Godan verb with `ku' ending	1: to possess<br>2: to haunt	付く・つく・8
憑かれる	2220760	つかれる	憑	Ichidan verb, intransitive verb	1: to be possessed	
惹く	1982820	ひく	惹	Godan verb with `ku' ending	1: to attract<br>2: to captivate	
悉く	1004570	ことごとく	悉	adverb	1: altogether<br>2: entirely	
忽ち	1288480	たちまち	忽	adverb	1: at once<br>2: in a moment<br>3: suddenly<br>4: all at once<br>5: quickly<br>6: promptly<br>7: immediately	
愈々	1587670	いよいよ	愈	adverb	1: more and more<br>2: all the more<br>3: increasingly<br><br>1: at last<br>2: finally<br>3: beyond doubt<br><br>1: (at the) last moment<br>2: worst possible time	
昴	1567890	すばる	昴	noun	1: Chinese "Hairy Head" constellation (one of the 28 mansions)<br>2: Pleiades<br>3: Seven Sisters	二十八宿; 白虎・びゃっこ・2
暈し	1567900	ぼかし	暈	noun	1: shading off<br>2: gradation	
暈す	1567910	ぼかす	暈	Godan verb with `su' ending, transitive verb	1: to shade off<br>2: to obscure	
暈	1957130	かさ	暈	noun	1: astronomical halo (ring, etc.)	
晒	1593900	さらし	晒	noun	1: bleaching<br>2: bleached cotton	
晒す	1593910	さらす	晒	Godan verb with `su' ending, transitive verb	1: to expose (to the air, to the public, to danger, etc.)<br><br>1: to bleach<br>2: to refine	
曙	1343530	あけぼの	曙	noun	1: dawn<br>2: daybreak<br>3: beginning	
股	1267460	また	股	noun	1: crotch<br>2: crutch<br>3: groin<br>4: thigh<br><br>1: fork (in a tree, road, river, etc.)<br>2: tines (of a fork)	
股	1605310	もも	股	noun, nouns which may take the genitive case particle `no'	1: thigh<br><br>1: femoral	
膿	1470560	うみ	膿	noun	1: pus	
膿む	1470570	うむ	膿	Godan verb with `mu' ending, intransitive verb	1: to fester<br>2: to form pus	
臆する	1643610	おくする	臆	suru verb - special class, intransitive verb	1: to be hesitant<br>2: to feel timid	
膝	1487320	ひざ	膝	noun	1: knee<br>2: lap	
脆い	1382220	もろい	脆	adjective	1: brittle<br>2: fragile<br>3: tender-hearted	
肋	1561580	あばら	肋	noun	1: rib<br>2: rib cage	あばら骨
肘	1487380	ひじ	肘	noun	1: elbow	
腫れる	1328910	はれる	腫	Ichidan verb, intransitive verb	1: to swell (from inflammation)<br>2: to become swollen	
腫れ	1952290	はれ	腫	noun	1: swelling<br>2: boil	
腫らす	2038860	はらす	腫	Godan verb with `su' ending, transitive verb	1: to cause to swell<br>2: to inflame	
楓	2061900	かえで	楓	noun	1: maple (tree) (Acer spp.)	
枕	1524860	まくら	枕	noun, noun, used as a suffix	1: pillow<br>2: bolster<br><br>1: introduction (e.g. to a rakugo story)<br>2: lead-in	
榛	2066150	はしばみ	榛	noun	1: Asian hazel (Corylus heterophylla var. thunbergii)<br>2: Siberian hazel	
榛	2447960	はり	榛	noun	1: Japanese alder (Alnus japonica)	榛の木
櫛	1246490	くし	櫛	noun	1: comb	
槌	1956700	つち	槌	noun	1: hammer<br>2: mallet<br>3: sledge(hammer)<br>4: gavel	
柿	1204810	かき	柿	noun	1: kaki<br>2: Japanese persimmon (Diospyros kaki)	
桁	1253800	けた	桁	noun	1: column<br>2: beam<br>3: girder<br>4: crossbeam<br>5: spar<br>6: yard<br><br>1: digit<br>2: decade<br>3: order of magnitude	
杭	1279450	くい	杭	noun	1: stake<br>2: post<br>3: pile<br>4: picket<br><br>1: stump	株・くいぜ
柊	1922100	ひいらぎ	柊	noun	1: holly olive (Osmanthus heterophyllus)<br>2: false holly<br><br>1: holly<br><br>1: spotnape ponyfish (Leiognathus nuchalis)	西洋柊
柚	1605750	ゆず	柚	noun	1: yuzu (species of aromatic Asiatic citron, Citrus junos)	
栂	2730420	つが	栂	noun	1: southern Japanese hemlock (species of conifer native to Japan, Tsuga sieboldii)	
榊	1297160	さかき	榊	noun	1: sakaki (species of evergreen sacred to Shinto, Cleyera japonica)<br><br>1: evergreen (esp. one planted or used at a shrine)	
樫	1207690	かし	樫	noun	1: evergreen oak	
槙	1575640	まき	槙	noun	1: yew plum pine (Podocarpus macrophyllus)	犬槙
楢	2148590	なら	楢	noun	1: oak (esp. Quercus serrata)	
橘	1226460	たちばな	橘	noun	1: tachibana (inedible citrus, Citrus tachibana)	
棲む	1887210	すむ	棲	Godan verb with `mu' ending, intransitive verb	1: to live (of animals)<br>2: to inhabit<br>3: to nest	住む
梶	2200110	かじ	梶	noun	1: paper mulberry (Broussonetia papyrifera)	梶の木
杵	1956060	きね	杵	noun	1: mallet<br>2: pestle<br>3: pounder	
杖	1356620	つえ	杖	noun	1: cane<br>2: walking stick<br>3: staff<br>4: wand	
樽	1633680	たる	樽	noun	1: cask<br>2: barrel	
柵	2137050	しがらみ	柵	noun	1: weir<br><br>1: bonds<br>2: fetters<br>3: ties of obligation	
櫓	1559990	やぐら	櫓	noun	1: turret<br>2: watchtower<br><br>1: high wooden stage<br>2: scaffolding<br><br>1: wooden frame (of a kotatsu)<br><br>1: weapons storehouse	炬燵
李	1549830	すもも	李	noun	1: Japanese plum<br>2: prune<br>3: Prunus salicina	
榎	2036490	えのき	榎	noun	1: Japanese hackberry (Celtis sinensis var. japonica)<br>2: Chinese nettle tree<br><br>1: enoki mushroom (Flammulina velutipes)<br>2: winter mushroom<br>3: velvet shank<br>4: enokitake<br>5: enokidake	
樺	1208890	かば	樺	noun	1: birch (esp. Japanese white birch)	
槍	1400500	やり	槍	noun	1: spear<br>2: lance<br><br>1: javelin<br><br>1: lance (shogi piece)<br><br>1: jeering	香車
梱	2414730	こり	梱	noun	1: wrapped package<br>2: bale	
梱る	2578060	こうる	梱	Godan verb with `ru' ending, transitive verb	1: to pack<br>2: to box<br>3: to package	行李
樋	1485620	とい	樋	noun	1: trough<br>2: gutter<br>3: water pipe<br>4: flume<br>5: chute<br><br>1: coulisse (of a sword blade)	
橇	1573500	そり	橇	noun	1: sleigh<br>2: sled<br>3: sledge	
橇	2002100	かんじき	橇	noun	1: snow-shoes	
栞	1568040	しおり	栞	noun	1: bookmark<br><br>1: guidebook	
桶	1182830	おけ	桶	noun	1: bucket	
樒	2446670	しきみ	樒	noun	1: Japanese star anise (Illicium anisatum)	
毬	2016130	いが	毬	noun	1: burr (e.g.chestnut)<br>2: bur<br>3: cupule<br>4: case	
焚く	1596840	たく	焚	Godan verb with `ku' ending, transitive verb	1: to burn<br>2: to kindle<br>3: to build a fire<br><br>1: to heat (a bath, stove, etc.)<br><br>1: to use (a camera flash)	薫く・たく
煽てる	1391600	おだてる	煽	Ichidan verb, transitive verb	1: to flatter<br>2: to soft-soap<br><br>1: to instigate<br>2: to stir up	
煽る	1391630	あおる	煽	Godan verb with `ru' ending	1: to fan (oneself, flames, etc.)<br><br>1: to flap<br>2: to be shaken (by wind)<br><br>1: to instigate<br>2: to stir up<br>3: to agitate<br>4: to induce<br><br>1: to buy a large amount in order to cause prices to rise<br><br>1: to take a photo from a low angle<br><br>1: to tailgate	煽り・あおり・5; 煽り・あおり・4
煤	1473540	すす	煤	noun	1: soot	
灼た	2218040	あらた	灼	adjectival nouns or quasi-adjectives	1: clear<br>2: vivid<br>3: brilliant<br><br>1: prominent<br>2: obvious<br>3: evident	灼たか
灼く	2821180	やく	灼	Godan verb with `ku' ending, transitive verb	1: to tan (i.e. suntan)<br>2: to burn	焼く・5
煎じる	1391410	せんじる	煎	Ichidan verb, transitive verb	1: to boil<br>2: to decoct<br>3: to infuse	
煎る	1391500	いる	煎	Godan verb with `ru' ending, transitive verb	1: to parch<br>2: to fry<br>3: to fire<br>4: to broil<br>5: to roast<br>6: to boil down (in oil)	
弄する	1560680	ろうする	弄	suru verb - special class	1: to play with<br>2: to joke<br>3: to use (esp. trick, sophistry, etc.)<br><br>1: to deride<br>2: to scoff at<br>3: to make fun of	
弄る	1560700	いじる	弄	Godan verb with `ru' ending, transitive verb	1: to touch<br>2: to tamper with<br><br>1: to grope about<br>2: to feel for something	
弄くる	2007290	いじくる	弄	Godan verb with `ru' ending, transitive verb	1: to finger<br>2: to tamper (with)	
畏まる	1157440	かしこまる	畏	Godan verb with `ru' ending, intransitive verb	1: to obey respectfully<br>2: to humble oneself<br>3: to sit straight (upright, respectfully, attentively)	
畏	2259870	かしこ	畏	expressions	1: yours sincerely (used to sign off on letters)<br>2: respectfully yours	
畦	1250980	あぜ	畦	noun	1: ridge of earth between rice fields<br><br>1: ridge between grooves in threshold or lintel<br><br>1: footpath between rice fields<br>2: causeway	畦道
痒い	1569570	かゆい	痒	adjective	1: itchy<br>2: itching	
痒がる	2085460	かゆがる	痒	Godan verb with `ru' ending, intransitive verb	1: to complain of itching<br>2: to be bothered by an itch (or rash, etc.)<br>3: to feel itchy<br>4: to have an itch (or rash, etc.)<br>5: to itch	
痩せる	1605510	やせる	痩	Ichidan verb, intransitive verb	1: to become thin<br>2: to lose weight<br>3: to reduce (one's) weight<br>4: to slim<br><br>1: to be barren<br>2: to be infertile<br>3: to be sterile	
痺れる	1569620	しびれる	痺	Ichidan verb, intransitive verb	1: to become numb<br>2: to go to sleep (e.g. a limb)<br><br>1: to be excited<br>2: to be titillated<br>3: to be mesmerized	
眩しい	1569790	まぶしい	眩	adjective	1: dazzling<br>2: radiant	
眩む	1980700	くらむ	眩	Godan verb with `mu' ending, intransitive verb	1: to be dazzled by<br>2: to be dizzied by<br>3: to be disoriented by<br><br>1: to be lost in (greed, lust, etc.)<br><br>1: to become dark	
眩い	2009830	まばゆい	眩	adjective	1: dazzling<br>2: glaring<br>3: dazzlingly beautiful	
眩めく	2183290	くるめく	眩	Godan verb with `ku' ending, intransitive verb	1: to spin<br>2: to revolve<br>3: to twirl<br><br>1: to be dizzy<br>2: to feel faint<br><br>1: to bustle about	
眩う	2183300	まう	眩	Godan verb with `u' ending, intransitive verb	1: to be dizzy<br>2: to be vertiginous	目が回る
眉	1486270	まゆ	眉	noun	1: eyebrow<br>2: eyebrows	
雉	1591200	きじ	雉	noun	1: green pheasant (Phasianus versicolor)<br>2: Japanese pheasant	
矩	2243600	かね	矩	noun	1: carpenter's square<br><br>1: perpendicularity<br>2: straightness<br><br>1: model<br>2: standard	矩尺
硯	1956220	すずり	硯	noun	1: inkstone	
磯	1955820	いそ	磯	noun, adjectival nouns or quasi-adjectives	1: (rocky) beach<br>2: seashore	
秤	1474220	はかり	秤	noun	1: scales<br>2: weighing machine	
黍	1226580	きび	黍	noun	1: (common) millet (Panicum miliaceium)<br>2: proso millet	
禿	1455410	はげ	禿	noun	1: baldness<br>2: bald head<br><br>1: children's hairstyle of short untied hair<br>2: children with short untied hair<br><br>1: young girl working as a servant for a high-class prostitute (Edo period)<br><br>1: idiot<br>2: moron	太夫・3; 天神・6
禿げる	1455420	はげる	禿	Ichidan verb, intransitive verb	1: to lose hair<br>2: to become bald<br><br>1: to become bare (e.g. a mountain becomes bare of trees)	
禿びる	2432160	ちびる	禿	Ichidan verb, intransitive verb	1: to get blunt<br>2: to dull<br>3: to wear out	
稗	1922750	ひえ	稗	noun	1: barnyard millet (Echinochloa utilis)<br>2: Japanese millet<br>3: sanwa millet	
稀	1604280	まれ	稀	adjectival nouns or quasi-adjectives	1: rare<br>2: seldom	
窺う	1172230	うかがう	窺	Godan verb with `u' ending, transitive verb	1: to peep (through)<br>2: to peek<br>3: to examine (esp. covertly)<br><br>1: to await (one's chance)<br><br>1: to guess<br>2: to infer<br>3: to gather<br>4: to surmise	
窄める	1579280	すぼめる	窄	Ichidan verb, transitive verb	1: to make narrower<br>2: to shut (an umbrella)<br>3: to shrug (one's shoulders)<br>4: to purse (one's lips)	
穿つ	1854810	うがつ	穿	Godan verb with `tsu' ending, transitive verb	1: to drill<br>2: to bore<br>3: to pierce<br>4: to put on<br>5: to wear<br>6: to be true to (nature)<br>7: to hit (the mark)	
竃	1928090	かまど	竃	noun	1: kitchen range<br>2: cooking stove<br>3: hearth<br>4: (kitchen) furnace	
颯と	1005200	さっと	颯	adverb	1: quickly (esp. actions)<br><br>1: suddenly (esp. wind, rain, etc.)	
妾	1347580	わらわ	妾	pronoun, nouns which may take the genitive case particle `no'	1: I<br>2: me	
妾	2256130	めかけ	妾	noun	1: mistress<br>2: kept woman<br>3: concubine	
裾	1373610	すそ	裾	noun	1: (trouser) cuff<br>2: (skirt) hem<br>3: shirttail<br>4: cut edge of a hairdo<br>5: fringe<br>6: foot of mountain	
袷	1153660	あわせ	袷	noun	1: lined kimono	
袴	1267440	はかま	袴	noun	1: man's formal divided skirt	
襖	1181720	ふすま	襖	noun	1: fusuma<br>2: Japanese sliding screen	
襖	2086380	あお	襖	noun	1: everyday garment worn by men in ancient Japan	
筏	1638320	いかだ	筏	noun	1: raft<br><br>1: forearm protector<br><br>1: skewered baby-eel kabayaki	かば焼き
簾	1559100	すだれ	簾	noun	1: bamboo screen<br>2: rattan blind<br><br>1: bamboo mat (for rolling sushi)	
竿	1214060	さお	竿	noun, counter	1: rod<br>2: pole<br><br>1: neck (of a shamisen, etc.)<br>2: shamisen<br><br>1: beam (i.e. the crossbar of a balance)<br><br>1: single line (esp. as a flying formation for geese)<br><br>1: penis<br><br>1: counter for flags (on poles)<br>2: counter for long, thin Japanese sweets (e.g. youkan)	
箆	1510300	へら	箆	noun	1: spatula	
箆	2578110	の	箆	noun	1: shaft (of an arrow)<br><br>1: arrow bamboo (Pseudosasa japonica)	矢竹・2
篠	2257010	しの	篠	noun	1: thin-culmed dwarf bamboo (growing in clusters)<br><br>1: Japanese transverse bamboo flute (high-pitched; usu. with seven holes)<br><br>1: sliver (strand of loose fibers)	篠竹・しのだけ; 篠笛
箸	1476410	はし	箸	noun	1: chopsticks	
箕	2740580	み	箕	noun	1: winnow<br>2: winnowing basket<br>3: winnowing fan	
筈	1476430	はず	筈	noun	1: expectation that something took place, will take place or was in some state<br>2: it should be so<br>3: bound to be<br>4: expected to be<br>5: must be<br><br>1: nock (of a bow)<br><br>1: nock (of an arrow)<br><br>1: nock-shaped grip (between thumb and forefinger)<br><br>1: wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out	はず押し・はずおし
糊	1267400	のり	糊	noun	1: paste<br>2: glue<br>3: clothing starch	
籾	1535890	もみ	籾	noun	1: unhulled rice<br>2: rice in the husk<br>3: paddy<br><br>1: rice husks<br>2: chaff	籾殻
糠	1918540	ぬか	糠	noun	1: rice-bran	
糞	1504900	くそ	糞	interjection, noun, noun or verb acting prenominally	1: bullshit<br>2: shit<br>3: damn<br><br>1: feces<br>2: excrement<br>3: dung<br><br>1: damn (adds emphasis and or annoyance to next word, e.g. damn hot, damn kids, etc.)<br>2: damned	
粟	1153640	あわ	粟	noun	1: foxtail millet (Setaria italica)<br>2: Italian millet (also Hungarian, German)	
繋ぐ	1251900	つなぐ	繋	Godan verb with `gu' ending, transitive verb	1: to tie<br>2: to fasten<br>3: to connect<br>4: to transfer (phone call)	
絆	1570420	きずな	絆	noun	1: bonds (between people)<br>2: (emotional) ties<br>3: relationship<br>4: connection<br>5: link<br><br>1: tether<br>2: fetters	
紐	1487970	ひも	紐	noun	1: string<br>2: cord<br><br>1: man who is financially dependent on a woman (such as a gigolo or, in the case of a prostitute, a pimp)<br>2: pimp	
纏う	1440900	まとう	纏	Godan verb with `u' ending	1: to put on<br>2: to wear<br>3: to be clad in	
纏める	1440930	まとめる	纏	Ichidan verb, transitive verb	1: to collect<br>2: to put (it all) together<br>3: to integrate<br>4: to consolidate<br>5: to unify<br><br>1: to summarize<br>2: to aggregate<br><br>1: to bring to a conclusion<br>2: to finalize<br>3: to settle<br>4: to put in order<br><br>1: to establish<br>2: to decide	
纏わる	1440940	まつわる	纏	Godan verb with `ru' ending, intransitive verb	1: to coil around<br>2: to follow about<br><br>1: to be related to<br>2: to concern<br>3: to be associated with	
纏まる	1611640	まとまる	纏	Godan verb with `ru' ending, intransitive verb	1: to be collected<br>2: to be settled<br>3: to be in order	
紬	1956710	つむぎ	紬	noun	1: pongee (soft thin cloth woven from raw silk)	
綻びる	1419000	ほころびる	綻	Ichidan verb, intransitive verb	1: to come apart at the seams<br>2: to be ripped<br>3: to be torn<br><br>1: to begin to open<br>2: to begin to bloom<br><br>1: to smile broadly<br>2: to break into a smile	綻ぶ・ほころぶ・1; 綻ぶ・ほころぶ・2
縞	1321670	しま	縞	noun, noun, used as a suffix, nouns which may take the genitive case particle `no'	1: stripe<br>2: bar<br>3: streak	
舵	1408990	かじ	舵	noun	1: rudder<br>2: helm	
聡い	2087260	さとい	聡	adjective	1: smart<br>2: sensitive<br>3: discerning	
耽る	1419010	ふける	耽	Godan verb with `ru' ending, intransitive verb, auxiliary verb	1: to indulge in<br>2: to give oneself up to<br>3: to be obsessed by<br><br>1: to be engrossed in<br>2: to be lost in<br>3: to be absorbed in	読み耽る
蚤	1470860	のみ	蚤	noun	1: flea	
蟹	1202410	かに	蟹	noun	1: crab	
蝿	1474210	はえ	蝿	noun	1: fly (of infraorder Muscomorpha)<br><br>1: person of no worth<br>2: pisher<br>3: scrub	
蟻	1225940	あり	蟻	noun	1: ant	
蜂	1517840	はち	蜂	noun	1: bee<br>2: wasp<br>3: hornet	
蛸	1596910	たこ	蛸	noun	1: octopus	
螺	2439040	にし	螺	noun	1: small spiral-shelled snail	
蝉	1387080	せみ	蝉	noun	1: cicada<br>2: locust<br><br>1: small-sized pulley	
蛙	1577460	かえる	蛙	noun	1: frog<br><br>1: kajika frog (Buergeria buergeri)	河鹿蛙
蛤	1478350	はまぐり	蛤	noun	1: common orient clam (Meretrix lusoria)	
蛭	1490510	ひる	蛭	noun	1: leech	
罵る	1471520	ののしる	罵	Godan verb with `ru' ending, transitive verb	1: to abuse (verbally)<br>2: to curse at<br>3: to shout abuse at<br>4: to speak ill of	
截る	2107690	きる	截	Godan verb with `ru' ending	1: to cut (e.g. cloth)	
哉	1579220	かな	哉	particle	1: how!<br>2: what!<br>3: alas!	
諄い	1572760	くどい	諄	adjective	1: verbose<br>2: importunate<br>3: wordy<br>4: repetitious<br>5: long-winded<br><br>1: heavy (taste)<br>2: rich<br>3: strong<br>4: cloying<br>5: gaudy<br>6: loud	
謎	1459690	なぞ	謎	noun, nouns which may take the genitive case particle `no'	1: riddle<br>2: puzzle<br>3: enigma<br>4: mystery<br><br>1: enigmatic<br>2: mysterious	
誰	1416830	だれ	誰	pronoun, nouns which may take the genitive case particle `no'	1: who	
詣でる	2182610	もうでる	詣	Ichidan verb	1: to make a pilgrimage	
諦める	1436730	あきらめる	諦	Ichidan verb, transitive verb	1: to give up<br>2: to abandon (hope, plans)<br>3: to resign oneself (to)	
誼	1608940	よしみ	誼	noun	1: friendship<br>2: friendly relations<br>3: connection<br>4: relation<br>5: intimacy	
詫び	1562670	わび	詫	noun	1: apology<br>2: excuse	
